# Timestamp: 2026-04-23_16-08-41
# Goal: [121.7515218508801, 25.15946221062569]
lat,lon
25.15639000,121.75639000
25.15639046,121.75639086
25.15639092,121.75639171
25.15639139,121.75639256
25.15639185,121.75639342
25.15639232,121.75639427
25.15639278,121.75639512
25.15639325,121.75639597
25.15639373,121.75639682
25.15639420,121.75639766
25.15639467,121.75639851
25.15639515,121.75639935
25.15639563,121.75640020
25.15639610,121.75640104
25.15639658,121.75640188
25.15639707,121.75640273
25.15639755,121.75640357
25.15639804,121.75640440
25.15639852,121.75640524
25.15639901,121.75640608
25.15639950,121.75640691
25.15639999,121.75640775
25.15640048,121.75640858
25.15640098,121.75640941
25.15640147,121.75641025
25.15640197,121.75641108
25.15640247,121.75641191
25.15640297,121.75641273
25.15640347,121.75641356
25.15640397,121.75641439
25.15640448,121.75641521
25.15640498,121.75641603
25.15640549,121.75641686
25.15640600,121.75641768
25.15640651,121.75641850
25.15640702,121.75641932
25.15640754,121.75642014
25.15640805,121.75642095
25.15640857,121.75642177
25.15640909,121.75642258
25.15640961,121.75642340
25.15641013,121.75642421
25.15641065,121.75642502
25.15641118,121.75642583
25.15641170,121.75642664
25.15641223,121.75642745
25.15641276,121.75642825
25.15641329,121.75642906
25.15641382,121.75642986
25.15641435,121.75643067
25.15641489,121.75643147
25.15641542,121.75643227
25.15641596,121.75643307
25.15641650,121.75643387
25.15641704,121.75643466
25.15641758,121.75643546
25.15641812,121.75643625
25.15641867,121.75643705
25.15641921,121.75643784
25.15641976,121.75643863
25.15642031,121.75643942
25.15642086,121.75644021
25.15642141,121.75644100
25.15642196,121.75644178
25.15642252,121.75644257
25.15642307,121.75644335
25.15642363,121.75644414
25.15642419,121.75644492
25.15642475,121.75644570
25.15642531,121.75644648
25.15642588,121.75644725
25.15642644,121.75644803
25.15642701,121.75644881
25.15642757,121.75644958
25.15642814,121.75645035
25.15642871,121.75645112
25.15642929,121.75645189
25.15642986,121.75645266
25.15643043,121.75645343
25.15643101,121.75645420
25.15643159,121.75645496
25.15643216,121.75645573
25.15643274,121.75645649
25.15643333,121.75645725
25.15643391,121.75645801
25.15643449,121.75645877
25.15643508,121.75645953
25.15643567,121.75646028
25.15643625,121.75646104
25.15643684,121.75646179
25.15643743,121.75646254
25.15643803,121.75646329
25.15643862,121.75646404
25.15643922,121.75646479
25.15643981,121.75646554
25.15644041,121.75646628
25.15644101,121.75646703
25.15644161,121.75646777
25.15644221,121.75646851
25.15644282,121.75646925
25.15644342,121.75646999
25.15644403,121.75647073
25.15644463,121.75647147
25.15644524,121.75647220
25.15644585,121.75647294
25.15644646,121.75647367
25.15644708,121.75647440
25.15644769,121.75647513
25.15644831,121.75647586
25.15644892,121.75647659
25.15644954,121.75647731
25.15645016,121.75647804
25.15645078,121.75647876
25.15645140,121.75647948
25.15645203,121.75648020
25.15645265,121.75648092
25.15645328,121.75648164
25.15645390,121.75648235
25.15645453,121.75648307
25.15645516,121.75648378
25.15645579,121.75648449
25.15645643,121.75648520
25.15645706,121.75648591
25.15645769,121.75648662
25.15645833,121.75648733
25.15645897,121.75648803
25.15645961,121.75648873
25.15646025,121.75648944
25.15646089,121.75649014
25.15646153,121.75649084
25.15646218,121.75649153
25.15646282,121.75649223
25.15646347,121.75649293
25.15646411,121.75649362
25.15646476,121.75649431
25.15646541,121.75649500
25.15646607,121.75649569
25.15646672,121.75649638
25.15646737,121.75649707
25.15646803,121.75649775
25.15646868,121.75649844
25.15646934,121.75649912
25.15647000,121.75649980
25.15647066,121.75650048
25.15647132,121.75650115
25.15647199,121.75650183
25.15647265,121.75650251
25.15647332,121.75650318
25.15647398,121.75650385
25.15647465,121.75650452
25.15647532,121.75650519
25.15647599,121.75650586
25.15647666,121.75650652
25.15647733,121.75650719
25.15647801,121.75650785
25.15647868,121.75650851
25.15647936,121.75650917
25.15648004,121.75650983
25.15648071,121.75651049
25.15648139,121.75651115
25.15648207,121.75651180
25.15648276,121.75651245
25.15648344,121.75651310
25.15648412,121.75651375
25.15648481,121.75651440
25.15648550,121.75651505
25.15648619,121.75651569
25.15648687,121.75651634
25.15648757,121.75651698
25.15648826,121.75651762
25.15648895,121.75651826
25.15648964,121.75651889
25.15649034,121.75651953
25.15649103,121.75652017
25.15649173,121.75652080
25.15649243,121.75652143
25.15649313,121.75652206
25.15649383,121.75652269
25.15649453,121.75652331
25.15649524,121.75652394
25.15649594,121.75652456
25.15649665,121.75652519
25.15649735,121.75652581
25.15649806,121.75652642
25.15649877,121.75652704
25.15649948,121.75652766
25.15650019,121.75652827
25.15650090,121.75652888
25.15650162,121.75652950
25.15650233,121.75653011
25.15650305,121.75653071
25.15650376,121.75653132
25.15650448,121.75653192
25.15650520,121.75653253
25.15650592,121.75653313
25.15650664,121.75653373
25.15650736,121.75653433
25.15650809,121.75653493
25.15650881,121.75653552
25.15650953,121.75653611
25.15651026,121.75653671
25.15651099,121.75653730
25.15651172,121.75653789
25.15651245,121.75653847
25.15651318,121.75653906
25.15651391,121.75653964
25.15651464,121.75654023
25.15651538,121.75654081
25.15651611,121.75654139
25.15651685,121.75654196
25.15651758,121.75654254
25.15651832,121.75654311
25.15651906,121.75654369
25.15651980,121.75654426
25.15652054,121.75654483
25.15652129,121.75654539
25.15652203,121.75654596
25.15652277,121.75654653
25.15652352,121.75654709
25.15652427,121.75654765
25.15652501,121.75654821
25.15652576,121.75654877
25.15652651,121.75654932
25.15652726,121.75654988
25.15652801,121.75655043
25.15652877,121.75655098
25.15652952,121.75655153
25.15653027,121.75655208
25.15653103,121.75655263
25.15653179,121.75655317
25.15653254,121.75655372
25.15653330,121.75655426
25.15653406,121.75655480
25.15653482,121.75655533
25.15653558,121.75655587
25.15653635,121.75655641
25.15653711,121.75655694
25.15653787,121.75655747
25.15653864,121.75655800
25.15653941,121.75655853
25.15654017,121.75655905
25.15654094,121.75655958
25.15654171,121.75656010
25.15654248,121.75656062
25.15654325,121.75656114
25.15654402,121.75656166
25.15654480,121.75656218
25.15654557,121.75656269
25.15654634,121.75656320
25.15654712,121.75656371
25.15654790,121.75656422
25.15654868,121.75656473
25.15654945,121.75656524
25.15655023,121.75656574
25.15655101,121.75656624
25.15655179,121.75656674
25.15655258,121.75656724
25.15655336,121.75656774
25.15655414,121.75656824
25.15655493,121.75656873
25.15655572,121.75656922
25.15655650,121.75656971
25.15655729,121.75657020
25.15655808,121.75657069
25.15655887,121.75657117
25.15655966,121.75657166
25.15656045,121.75657214
25.15656124,121.75657262
25.15656203,121.75657310
25.15656283,121.75657357
25.15656362,121.75657405
25.15656442,121.75657452
25.15656521,121.75657499
25.15656601,121.75657546
25.15656681,121.75657593
25.15656761,121.75657640
25.15656841,121.75657686
25.15656921,121.75657732
25.15657001,121.75657778
25.15657081,121.75657824
25.15657162,121.75657870
25.15657242,121.75657915
25.15657322,121.75657961
25.15657403,121.75658006
25.15657484,121.75658051
25.15657564,121.75658096
25.15657645,121.75658140
25.15657726,121.75658185
25.15657807,121.75658229
25.15657888,121.75658273
25.15657969,121.75658317
25.15658050,121.75658361
25.15658132,121.75658405
