# Timestamp: 2026-04-23_16-06-44
# Goal: [121.7515218508801, 25.15946221062569]
lat,lon
25.15291000,121.75291000
25.15291046,121.75291086
25.15291092,121.75291171
25.15291139,121.75291256
25.15291185,121.75291342
25.15291232,121.75291427
25.15291279,121.75291512
25.15291326,121.75291597
25.15291373,121.75291682
25.15291420,121.75291766
25.15291467,121.75291851
25.15291515,121.75291936
25.15291563,121.75292020
25.15291611,121.75292104
25.15291659,121.75292189
25.15291707,121.75292273
25.15291755,121.75292357
25.15291804,121.75292441
25.15291852,121.75292524
25.15291901,121.75292608
25.15291950,121.75292692
25.15291999,121.75292775
25.15292049,121.75292859
25.15292098,121.75292942
25.15292148,121.75293025
25.15292197,121.75293108
25.15292247,121.75293191
25.15292297,121.75293274
25.15292347,121.75293356
25.15292398,121.75293439
25.15292448,121.75293522
25.15292499,121.75293604
25.15292550,121.75293686
25.15292601,121.75293768
25.15292652,121.75293850
25.15292703,121.75293932
25.15292754,121.75294014
25.15292806,121.75294096
25.15292857,121.75294177
25.15292909,121.75294259
25.15292961,121.75294340
25.15293013,121.75294421
25.15293066,121.75294503
25.15293118,121.75294584
25.15293171,121.75294665
25.15293223,121.75294745
25.15293276,121.75294826
25.15293329,121.75294907
25.15293382,121.75294987
25.15293436,121.75295067
25.15293489,121.75295147
25.15293543,121.75295228
25.15293597,121.75295308
25.15293650,121.75295387
25.15293704,121.75295467
25.15293759,121.75295547
25.15293813,121.75295626
25.15293867,121.75295706
25.15293922,121.75295785
25.15293977,121.75295864
25.15294032,121.75295943
25.15294087,121.75296022
25.15294142,121.75296101
25.15294197,121.75296179
25.15294253,121.75296258
25.15294308,121.75296336
25.15294364,121.75296414
25.15294420,121.75296493
25.15294476,121.75296571
25.15294532,121.75296649
25.15294589,121.75296726
25.15294645,121.75296804
25.15294702,121.75296881
25.15294758,121.75296959
25.15294815,121.75297036
25.15294872,121.75297113
25.15294930,121.75297190
25.15294987,121.75297267
25.15295044,121.75297344
25.15295102,121.75297421
25.15295160,121.75297497
25.15295218,121.75297574
25.15295276,121.75297650
25.15295334,121.75297726
25.15295392,121.75297802
25.15295450,121.75297878
25.15295509,121.75297954
25.15295568,121.75298029
25.15295627,121.75298105
25.15295686,121.75298180
25.15295745,121.75298255
25.15295804,121.75298331
25.15295863,121.75298406
25.15295923,121.75298480
25.15295983,121.75298555
25.15296042,121.75298630
25.15296102,121.75298704
25.15296162,121.75298778
25.15296223,121.75298853
25.15296283,121.75298927
25.15296343,121.75299001
25.15296404,121.75299074
25.15296465,121.75299148
25.15296526,121.75299222
25.15296587,121.75299295
25.15296648,121.75299368
25.15296709,121.75299441
25.15296771,121.75299514
25.15296832,121.75299587
25.15296894,121.75299660
25.15296956,121.75299732
25.15297018,121.75299805
25.15297080,121.75299877
25.15297142,121.75299949
25.15297204,121.75300021
25.15297267,121.75300093
25.15297329,121.75300165
25.15297392,121.75300237
25.15297455,121.75300308
25.15297518,121.75300379
25.15297581,121.75300451
25.15297644,121.75300522
25.15297708,121.75300593
25.15297771,121.75300663
25.15297835,121.75300734
25.15297899,121.75300805
25.15297963,121.75300875
25.15298027,121.75300945
25.15298091,121.75301015
25.15298155,121.75301085
25.15298220,121.75301155
25.15298284,121.75301225
25.15298349,121.75301294
25.15298414,121.75301363
25.15298478,121.75301433
25.15298544,121.75301502
25.15298609,121.75301571
25.15298674,121.75301640
25.15298739,121.75301708
25.15298805,121.75301777
25.15298871,121.75301845
25.15298936,121.75301913
25.15299002,121.75301981
25.15299068,121.75302049
25.15299135,121.75302117
25.15299201,121.75302185
25.15299267,121.75302252
25.15299334,121.75302320
25.15299401,121.75302387
25.15299467,121.75302454
25.15299534,121.75302521
25.15299601,121.75302587
25.15299668,121.75302654
25.15299736,121.75302720
25.15299803,121.75302787
25.15299871,121.75302853
25.15299938,121.75302919
25.15300006,121.75302985
25.15300074,121.75303051
25.15300142,121.75303116
25.15300210,121.75303182
25.15300278,121.75303247
25.15300347,121.75303312
25.15300415,121.75303377
25.15300484,121.75303442
25.15300552,121.75303506
25.15300621,121.75303571
25.15300690,121.75303635
25.15300759,121.75303699
25.15300828,121.75303764
25.15300898,121.75303827
25.15300967,121.75303891
25.15301037,121.75303955
25.15301106,121.75304018
25.15301176,121.75304082
25.15301246,121.75304145
25.15301316,121.75304208
25.15301386,121.75304270
25.15301456,121.75304333
25.15301527,121.75304396
25.15301597,121.75304458
25.15301668,121.75304520
25.15301738,121.75304582
25.15301809,121.75304644
25.15301880,121.75304706
25.15301951,121.75304768
