# Timestamp: 2026-04-23_16-09-07
# Goal: [121.7515218508801, 25.15946221062569]
lat,lon
25.15717000,121.75717000
25.15717046,121.75717086
25.15717092,121.75717171
25.15717139,121.75717256
25.15717185,121.75717342
25.15717232,121.75717427
25.15717278,121.75717512
25.15717325,121.75717597
25.15717372,121.75717681
25.15717420,121.75717766
25.15717467,121.75717851
25.15717515,121.75717935
25.15717562,121.75718020
25.15717610,121.75718104
25.15717658,121.75718188
25.15717707,121.75718272
25.15717755,121.75718356
25.15717803,121.75718440
25.15717852,121.75718524
25.15717901,121.75718608
25.15717950,121.75718691
25.15717999,121.75718775
25.15718048,121.75718858
25.15718097,121.75718941
25.15718147,121.75719024
25.15718197,121.75719107
25.15718247,121.75719190
25.15718297,121.75719273
25.15718347,121.75719356
25.15718397,121.75719438
25.15718447,121.75719521
25.15718498,121.75719603
25.15718549,121.75719685
25.15718600,121.75719767
25.15718651,121.75719849
25.15718702,121.75719931
25.15718753,121.75720013
25.15718805,121.75720095
25.15718857,121.75720176
25.15718908,121.75720258
25.15718960,121.75720339
25.15719012,121.75720420
25.15719065,121.75720501
25.15719117,121.75720582
25.15719170,121.75720663
25.15719222,121.75720744
25.15719275,121.75720825
25.15719328,121.75720905
25.15719381,121.75720985
25.15719434,121.75721066
25.15719488,121.75721146
25.15719541,121.75721226
25.15719595,121.75721306
25.15719649,121.75721386
25.15719703,121.75721465
25.15719757,121.75721545
25.15719811,121.75721625
25.15719866,121.75721704
25.15719921,121.75721783
25.15719975,121.75721862
25.15720030,121.75721941
25.15720085,121.75722020
25.15720140,121.75722099
25.15720196,121.75722177
25.15720251,121.75722256
25.15720307,121.75722334
25.15720362,121.75722412
25.15720418,121.75722491
25.15720474,121.75722569
25.15720530,121.75722646
25.15720587,121.75722724
25.15720643,121.75722802
25.15720700,121.75722879
25.15720756,121.75722957
25.15720813,121.75723034
25.15720870,121.75723111
25.15720927,121.75723188
25.15720985,121.75723265
25.15721042,121.75723342
25.15721100,121.75723418
25.15721157,121.75723495
25.15721215,121.75723571
25.15721273,121.75723648
25.15721331,121.75723724
25.15721390,121.75723800
25.15721448,121.75723876
25.15721507,121.75723951
25.15721565,121.75724027
25.15721624,121.75724102
25.15721683,121.75724178
25.15721742,121.75724253
25.15721801,121.75724328
25.15721861,121.75724403
25.15721920,121.75724478
25.15721980,121.75724552
25.15722040,121.75724627
25.15722100,121.75724701
25.15722160,121.75724776
25.15722220,121.75724850
25.15722280,121.75724924
25.15722341,121.75724998
25.15722401,121.75725072
25.15722462,121.75725145
25.15722523,121.75725219
25.15722584,121.75725292
25.15722645,121.75725365
25.15722706,121.75725438
25.15722768,121.75725511
25.15722829,121.75725584
25.15722891,121.75725657
25.15722952,121.75725729
25.15723014,121.75725802
25.15723076,121.75725874
25.15723139,121.75725946
25.15723201,121.75726018
25.15723263,121.75726090
25.15723326,121.75726162
25.15723389,121.75726234
25.15723452,121.75726305
25.15723514,121.75726376
25.15723578,121.75726447
25.15723641,121.75726519
25.15723704,121.75726589
25.15723768,121.75726660
25.15723831,121.75726731
25.15723895,121.75726801
25.15723959,121.75726872
25.15724023,121.75726942
25.15724087,121.75727012
25.15724151,121.75727082
25.15724216,121.75727152
25.15724280,121.75727221
25.15724345,121.75727291
25.15724410,121.75727360
25.15724474,121.75727429
25.15724539,121.75727498
25.15724605,121.75727567
25.15724670,121.75727636
25.15724735,121.75727705
25.15724801,121.75727773
25.15724866,121.75727842
25.15724932,121.75727910
25.15724998,121.75727978
25.15725064,121.75728046
25.15725130,121.75728113
25.15725196,121.75728181
25.15725263,121.75728249
25.15725329,121.75728316
25.15725396,121.75728383
25.15725463,121.75728450
25.15725530,121.75728517
25.15725597,121.75728584
25.15725664,121.75728650
25.15725731,121.75728717
25.15725798,121.75728783
25.15725866,121.75728849
25.15725933,121.75728915
25.15726001,121.75728981
25.15726069,121.75729047
25.15726137,121.75729112
25.15726205,121.75729178
25.15726273,121.75729243
25.15726341,121.75729308
25.15726410,121.75729373
25.15726478,121.75729438
25.15726547,121.75729502
25.15726616,121.75729567
25.15726685,121.75729631
25.15726754,121.75729696
25.15726823,121.75729760
25.15726892,121.75729823
25.15726962,121.75729887
25.15727031,121.75729951
25.15727101,121.75730014
25.15727170,121.75730077
25.15727240,121.75730141
25.15727310,121.75730204
25.15727380,121.75730266
25.15727450,121.75730329
25.15727521,121.75730392
25.15727591,121.75730454
25.15727662,121.75730516
25.15727732,121.75730578
25.15727803,121.75730640
