# Timestamp: 2026-04-23_16-08-03
# Goal: [121.7515218508801, 25.15946221062569]
lat,lon
25.15525000,121.75525000
25.15525046,121.75525086
25.15525092,121.75525171
25.15525139,121.75525256
25.15525185,121.75525342
25.15525232,121.75525427
25.15525278,121.75525512
25.15525325,121.75525597
25.15525372,121.75525681
25.15525420,121.75525766
25.15525467,121.75525851
25.15525515,121.75525935
25.15525562,121.75526020
25.15525610,121.75526104
25.15525658,121.75526188
25.15525707,121.75526272
25.15525755,121.75526356
25.15525803,121.75526440
25.15525852,121.75526524
25.15525901,121.75526607
25.15525950,121.75526691
25.15525999,121.75526774
25.15526048,121.75526858
25.15526097,121.75526941
25.15526147,121.75527024
25.15526197,121.75527107
25.15526247,121.75527190
25.15526297,121.75527273
25.15526347,121.75527355
25.15526397,121.75527438
25.15526447,121.75527521
25.15526498,121.75527603
25.15526549,121.75527685
25.15526600,121.75527767
25.15526651,121.75527849
25.15526702,121.75527931
25.15526753,121.75528013
25.15526805,121.75528095
25.15526857,121.75528176
25.15526908,121.75528258
25.15526960,121.75528339
25.15527012,121.75528420
25.15527065,121.75528501
25.15527117,121.75528582
25.15527170,121.75528663
25.15527222,121.75528744
25.15527275,121.75528824
25.15527328,121.75528905
25.15527381,121.75528985
25.15527434,121.75529066
25.15527488,121.75529146
25.15527541,121.75529226
25.15527595,121.75529306
25.15527649,121.75529386
25.15527703,121.75529465
25.15527757,121.75529545
25.15527812,121.75529624
25.15527866,121.75529704
25.15527921,121.75529783
25.15527975,121.75529862
25.15528030,121.75529941
25.15528085,121.75530020
25.15528140,121.75530099
25.15528196,121.75530177
25.15528251,121.75530256
25.15528307,121.75530334
25.15528362,121.75530412
25.15528418,121.75530490
25.15528474,121.75530568
25.15528530,121.75530646
25.15528587,121.75530724
25.15528643,121.75530802
25.15528700,121.75530879
25.15528757,121.75530957
25.15528813,121.75531034
25.15528870,121.75531111
25.15528928,121.75531188
25.15528985,121.75531265
25.15529042,121.75531342
