log_time,State,wgSpeed,flowSpeed,flowDir,heading,exceptCourse,rudderAngle,windSpeed,depth
2026-04-21 22:34:28,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:28,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:34:29,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:29,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:34:29,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:29,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:34:30,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:30,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:34:30,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:30,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:34:31,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:31,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:34:31,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:31,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:34:32,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:32,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:34:32,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:32,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:34:33,-,-,-,-,-,-,-,-,-
2026-04-21 22:34:33,-,0,0.0,0.0,60,0,0.0,0.0,0.0
