log_time,State,wgSpeed,flowSpeed,flowDir,heading,exceptCourse,rudderAngle,windSpeed,depth
2026-04-21 22:24:24,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:24,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:24,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:24,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:25,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:25,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:25,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:25,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:26,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:26,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:26,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:26,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:27,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:27,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:27,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:27,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:28,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:28,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:28,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:28,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:29,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:29,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:29,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:29,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:30,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:30,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:30,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:30,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:31,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:31,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:31,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:31,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:32,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:32,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:32,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:32,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:33,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:33,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:33,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:33,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:34,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:34,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:34,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:34,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:35,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:35,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:35,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:35,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:36,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:36,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:36,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:36,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:37,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:37,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:37,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:37,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:38,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:38,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:38,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:38,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:39,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:39,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:39,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:39,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:40,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:40,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:40,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:40,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:41,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:41,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:41,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:41,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:42,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:42,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:42,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:42,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:43,-,-,-,-,-,-,-,-,-
2026-04-21 22:24:43,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-21 22:24:43,-,-,-,-,-,-,-,-,-
