# Timestamp: 2026-04-21_22-27-28
# Goal: [121.74877427399569, 25.157713962114105]
lat,lon
25.15552000,121.75552000
25.15552046,121.75552086
25.15552092,121.75552171
25.15552139,121.75552256
25.15552185,121.75552342
25.15552232,121.75552427
25.15552278,121.75552512
25.15552325,121.75552597
25.15552373,121.75552681
25.15552420,121.75552766
25.15552467,121.75552851
25.15552515,121.75552935
25.15552562,121.75553020
25.15552610,121.75553104
25.15552658,121.75553188
25.15552707,121.75553272
25.15552755,121.75553356
25.15552803,121.75553440
25.15552852,121.75553524
25.15552901,121.75553608
25.15552950,121.75553691
25.15552999,121.75553775
25.15553048,121.75553858
25.15553098,121.75553941
25.15553147,121.75554024
25.15553197,121.75554107
25.15553247,121.75554190
25.15553297,121.75554273
25.15553347,121.75554356
25.15553397,121.75554438
25.15553448,121.75554521
25.15553498,121.75554603
25.15553549,121.75554685
25.15553600,121.75554768
25.15553651,121.75554850
25.15553702,121.75554931
25.15553754,121.75555013
25.15553805,121.75555095
25.15553857,121.75555176
25.15553909,121.75555258
25.15553961,121.75555339
25.15554013,121.75555420
25.15554065,121.75555502
25.15554117,121.75555583
25.15554170,121.75555663
25.15554223,121.75555744
25.15554275,121.75555825
25.15554328,121.75555905
25.15554381,121.75555986
25.15554435,121.75556066
25.15554488,121.75556146
25.15554542,121.75556226
25.15554595,121.75556306
25.15554649,121.75556386
25.15554703,121.75556466
25.15554758,121.75556545
25.15554812,121.75556625
25.15554866,121.75556704
25.15554921,121.75556783
25.15554976,121.75556863
25.15555030,121.75556941
25.15555086,121.75557020
25.15555141,121.75557099
25.15555196,121.75557178
25.15555251,121.75557256
25.15555307,121.75557335
25.15555363,121.75557413
25.15555419,121.75557491
25.15555475,121.75557569
25.15555531,121.75557647
25.15555587,121.75557725
25.15555644,121.75557802
25.15555700,121.75557880
25.15555757,121.75557957
25.15555814,121.75558034
25.15555871,121.75558112
25.15555928,121.75558189
25.15555985,121.75558265
25.15556043,121.75558342
25.15556100,121.75558419
25.15556158,121.75558495
25.15556216,121.75558572
25.15556274,121.75558648
25.15556332,121.75558724
25.15556390,121.75558800
25.15556449,121.75558876
25.15556507,121.75558952
25.15556566,121.75559027
25.15556625,121.75559103
25.15556684,121.75559178
25.15556743,121.75559253
25.15556802,121.75559328
25.15556861,121.75559403
25.15556921,121.75559478
25.15556981,121.75559553
25.15557040,121.75559628
25.15557100,121.75559702
25.15557160,121.75559776
25.15557220,121.75559850
25.15557281,121.75559924
25.15557341,121.75559998
25.15557402,121.75560072
25.15557463,121.75560146
25.15557523,121.75560219
25.15557584,121.75560293
25.15557646,121.75560366
25.15557707,121.75560439
25.15557768,121.75560512
25.15557830,121.75560585
25.15557891,121.75560657
25.15557953,121.75560730
25.15558015,121.75560802
25.15558077,121.75560875
25.15558139,121.75560947
25.15558202,121.75561019
25.15558264,121.75561091
25.15558327,121.75561163
25.15558389,121.75561234
25.15558452,121.75561306
25.15558515,121.75561377
25.15558578,121.75561448
25.15558642,121.75561519
25.15558705,121.75561590
25.15558768,121.75561661
25.15558832,121.75561731
25.15558896,121.75561802
25.15558960,121.75561872
25.15559024,121.75561942
25.15559088,121.75562013
25.15559152,121.75562082
25.15559217,121.75562152
25.15559281,121.75562222
25.15559346,121.75562291
25.15559410,121.75562361
25.15559475,121.75562430
25.15559540,121.75562499
25.15559606,121.75562568
25.15559671,121.75562637
25.15559736,121.75562705
25.15559802,121.75562774
25.15559867,121.75562842
25.15559933,121.75562910
25.15559999,121.75562978
25.15560065,121.75563046
25.15560131,121.75563114
25.15560197,121.75563182
25.15560264,121.75563249
25.15560330,121.75563317
25.15560397,121.75563384
25.15560464,121.75563451
25.15560531,121.75563518
25.15560598,121.75563584
25.15560665,121.75563651
25.15560732,121.75563717
25.15560799,121.75563784
25.15560867,121.75563850
25.15560935,121.75563916
25.15561002,121.75563982
25.15561070,121.75564047
25.15561138,121.75564113
25.15561206,121.75564178
25.15561274,121.75564244
25.15561343,121.75564309
