# Timestamp: 2026-04-21_22-28-06
# Goal: [121.74877427399569, 25.157713962114105]
lat,lon
25.15666000,121.75666000
25.15666046,121.75666085
25.15666092,121.75666171
25.15666138,121.75666256
25.15666185,121.75666341
25.15666231,121.75666426
25.15666278,121.75666511
25.15666325,121.75666596
25.15666372,121.75666681
25.15666419,121.75666766
25.15666467,121.75666850
25.15666514,121.75666935
25.15666562,121.75667019
25.15666610,121.75667103
25.15666658,121.75667187
25.15666706,121.75667271
25.15666754,121.75667355
25.15666803,121.75667439
25.15666851,121.75667523
25.15666900,121.75667607
25.15666949,121.75667690
25.15666998,121.75667773
25.15667047,121.75667857
25.15667097,121.75667940
25.15667146,121.75668023
25.15667196,121.75668106
25.15667246,121.75668189
25.15667296,121.75668272
25.15667346,121.75668354
25.15667396,121.75668437
25.15667447,121.75668519
25.15667497,121.75668601
25.15667548,121.75668684
25.15667599,121.75668766
25.15667650,121.75668848
25.15667701,121.75668929
25.15667752,121.75669011
25.15667804,121.75669093
25.15667855,121.75669174
25.15667907,121.75669256
25.15667959,121.75669337
25.15668011,121.75669418
25.15668063,121.75669499
25.15668116,121.75669580
25.15668168,121.75669661
25.15668221,121.75669742
25.15668274,121.75669822
25.15668327,121.75669903
25.15668380,121.75669983
25.15668433,121.75670063
25.15668486,121.75670143
25.15668540,121.75670223
25.15668593,121.75670303
25.15668647,121.75670383
25.15668701,121.75670463
25.15668755,121.75670542
25.15668810,121.75670622
25.15668864,121.75670701
25.15668919,121.75670780
25.15668973,121.75670859
25.15669028,121.75670938
25.15669083,121.75671017
25.15669138,121.75671096
25.15669193,121.75671174
25.15669249,121.75671253
25.15669304,121.75671331
25.15669360,121.75671409
25.15669416,121.75671487
25.15669472,121.75671565
25.15669528,121.75671643
25.15669584,121.75671721
25.15669641,121.75671798
25.15669697,121.75671876
25.15669754,121.75671953
25.15669811,121.75672030
25.15669868,121.75672108
25.15669925,121.75672185
25.15669982,121.75672261
25.15670039,121.75672338
25.15670097,121.75672415
25.15670155,121.75672491
25.15670212,121.75672567
25.15670270,121.75672644
25.15670329,121.75672720
25.15670387,121.75672796
25.15670445,121.75672872
25.15670504,121.75672947
25.15670562,121.75673023
25.15670621,121.75673098
25.15670680,121.75673174
25.15670739,121.75673249
25.15670798,121.75673324
25.15670857,121.75673399
25.15670917,121.75673473
25.15670977,121.75673548
25.15671036,121.75673623
25.15671096,121.75673697
25.15671156,121.75673771
25.15671216,121.75673845
25.15671277,121.75673919
25.15671337,121.75673993
25.15671397,121.75674067
25.15671458,121.75674141
25.15671519,121.75674214
25.15671580,121.75674287
25.15671641,121.75674361
25.15671702,121.75674434
25.15671764,121.75674507
25.15671825,121.75674579
