log_time,State,wgSpeed,flowSpeed,flowDir,heading,exceptCourse,rudderAngle,windSpeed,depth
2026-04-23 15:38:57,-,-,-,-,-,-,-,-,-
2026-04-23 15:38:57,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:38:57,-,-,-,-,-,-,-,-,-
2026-04-23 15:38:57,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:38:58,-,-,-,-,-,-,-,-,-
2026-04-23 15:38:58,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:38:58,-,-,-,-,-,-,-,-,-
2026-04-23 15:38:58,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:38:59,-,-,-,-,-,-,-,-,-
2026-04-23 15:38:59,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:38:59,-,-,-,-,-,-,-,-,-
2026-04-23 15:38:59,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:00,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:00,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:00,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:00,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:01,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:01,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:01,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:01,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:02,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:02,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:02,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:02,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:03,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:03,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:03,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:03,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:04,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:04,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:04,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:04,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:05,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:05,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:05,-,-,-,-,-,-,-,-,-
2026-04-23 15:39:05,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 15:39:06,-,-,-,-,-,-,-,-,-
